antibody_name,y_true,fold,esmc_model__Ridge_abserr,esmc_model__Ridge_pred,esmc_model__Ridge_high_err,esmc_model_abserr,esmc_model_pred,esmc_model_high_err,esmc_model__ElasticNet_abserr,esmc_model__ElasticNet_pred,esmc_model__ElasticNet_high_err,esmc_model__SVR_rbf_abserr,esmc_model__SVR_rbf_pred,esmc_model__SVR_rbf_high_err,prost_t5_model__Ridge_abserr,prost_t5_model__Ridge_pred,prost_t5_model__Ridge_high_err,prost_t5_model_abserr,prost_t5_model_pred,prost_t5_model_high_err,prost_t5_model__ElasticNet_abserr,prost_t5_model__ElasticNet_pred,prost_t5_model__ElasticNet_high_err,prost_t5_model__SVR_rbf_abserr,prost_t5_model__SVR_rbf_pred,prost_t5_model__SVR_rbf_high_err,prot_t5_model__Ridge_abserr,prot_t5_model__Ridge_pred,prot_t5_model__Ridge_high_err,prot_t5_model_abserr,prot_t5_model_pred,prot_t5_model_high_err,prot_t5_model__ElasticNet_abserr,prot_t5_model__ElasticNet_pred,prot_t5_model__ElasticNet_high_err,prot_t5_model__SVR_rbf_abserr,prot_t5_model__SVR_rbf_pred,prot_t5_model__SVR_rbf_high_err,protbert_model__Ridge_abserr,protbert_model__Ridge_pred,protbert_model__Ridge_high_err,protbert_model_abserr,protbert_model_pred,protbert_model_high_err,protbert_model__ElasticNet_abserr,protbert_model__ElasticNet_pred,protbert_model__ElasticNet_high_err,protbert_model__SVR_rbf_abserr,protbert_model__SVR_rbf_pred,protbert_model__SVR_rbf_high_err,ankh_model__Ridge_abserr,ankh_model__Ridge_pred,ankh_model__Ridge_high_err,ankh_model_abserr,ankh_model_pred,ankh_model_high_err,ankh_model__ElasticNet_abserr,ankh_model__ElasticNet_pred,ankh_model__ElasticNet_high_err,ankh_model__SVR_rbf_abserr,ankh_model__SVR_rbf_pred,ankh_model__SVR_rbf_high_err,n_models_high_err
relatlimab,302.17,2,174.81707941822094,127.35292058177907,1.0,124.16856463037391,178.0014353696261,1.0,171.07333196662248,131.09666803337754,1.0,85.64360814428994,216.52639185571007,0.0,92.51290270801783,209.65709729198218,0.0,157.25079675113489,144.91920324886513,1.0,130.77775948347173,171.3922405165283,1.0,85.6116509954966,216.5583490045034,0.0,162.98173789245692,139.1882621075431,1.0,105.2919428645103,196.8780571354897,0.0,139.3332365647836,162.83676343521643,1.0,88.32974911848024,213.84025088151978,0.0,109.29546767174597,192.87453232825405,0.0,87.69064221347779,214.47935778652223,0.0,111.03393279467448,191.13606720532553,0.0,69.99288101352755,232.17711898647246,0.0,181.762280105459,120.407719894541,1.0,137.0433023459905,165.12669765400952,1.0,169.57762939573553,132.5923706042645,1.0,94.95995544181739,207.21004455818263,0.0,10.0
prolgolimab,198.68,4,125.2446704425397,323.9246704425397,1.0,178.93082858630424,377.61082858630425,1.0,171.8078578999398,370.4878578999398,1.0,30.18918905609283,228.86918905609284,0.0,29.87210007175321,228.55210007175322,0.0,89.5316293549044,288.2116293549044,0.0,97.97471267650377,296.6547126765038,0.0,18.795801811843177,217.47580181184318,0.0,68.40052832600122,267.08052832600123,0.0,167.0104425671944,365.6904425671944,1.0,122.89452823837934,321.57452823837934,1.0,24.345465208039315,223.02546520803932,0.0,162.906630364946,361.586630364946,1.0,158.76928990575408,357.4492899057541,1.0,174.1005645044566,372.7805645044566,1.0,37.97101663523148,236.65101663523149,0.0,14.599973777927858,213.27997377792786,0.0,126.91039758522487,325.5903975852249,1.0,88.28409072031349,286.9640907203135,0.0,35.75829955330096,234.43829955330096,0.0,9.0
rozanolixizumab,125.49,1,112.42059612658271,237.9105961265827,0.0,131.5207879630766,257.0107879630766,1.0,160.34642174544632,285.83642174544633,1.0,106.72512425322695,232.21512425322695,0.0,160.57879359297004,286.06879359297005,1.0,110.42470694241227,235.91470694241227,0.0,178.7586434490537,304.2486434490537,1.0,108.68597300368985,234.17597300368985,0.0,55.15515765373634,180.64515765373633,0.0,105.78738778487373,231.27738778487372,0.0,120.1414515262043,245.6314515262043,1.0,102.92460034094164,228.41460034094163,0.0,149.60888527204406,275.0988852720441,1.0,122.63539416565676,248.12539416565676,1.0,157.09195786831293,282.58195786831294,1.0,104.81758717169684,230.30758717169684,0.0,76.83374529635394,202.32374529635393,0.0,129.43389321616183,254.92389321616182,1.0,111.9940704436729,237.4840704436729,0.0,106.59844800569606,232.08844800569605,0.0,9.0
trastuzumab,352.37,0,56.47804847981928,295.8919515201807,0.0,105.71784179926559,246.65215820073442,0.0,68.77546675599007,283.59453324400994,0.0,122.06328218597596,230.30671781402404,1.0,220.00492821537614,132.36507178462386,1.0,127.16105920010267,225.20894079989733,1.0,169.18084582184943,183.18915417815057,1.0,133.92384171669383,218.44615828330618,1.0,132.92502021265744,219.44497978734256,1.0,103.53045391404416,248.83954608595585,0.0,109.99514955293716,242.37485044706284,0.0,121.85265159811266,230.51734840188735,1.0,99.86642509763777,252.50357490236223,0.0,95.54882586745396,256.82117413254605,0.0,107.00435146770843,245.36564853229157,0.0,124.41713243785406,227.95286756214594,1.0,118.12718700055814,234.24281299944187,0.0,109.67095289584404,242.69904710415597,0.0,105.90774511382958,246.46225488617043,0.0,125.75196675444508,226.61803324555493,1.0,9.0
brazikumab,320.38,4,216.90542238487376,537.2854223848738,1.0,55.702839439024615,376.0828394390246,0.0,180.65587790709327,501.03587790709327,1.0,85.84946717398014,234.53053282601985,0.0,130.2347015684549,450.6147015684549,0.0,95.60488012002497,415.98488012002497,0.0,117.7477689505119,438.1277689505119,0.0,93.69412000171414,226.68587999828586,0.0,236.57121449357885,556.9512144935788,1.0,38.96502529760323,359.34502529760323,0.0,163.45289425536066,483.83289425536066,1.0,85.32704113646537,235.05295886353463,0.0,140.27613239180948,460.6561323918095,1.0,128.9490742602252,449.3290742602252,1.0,145.6056840561145,465.9856840561145,1.0,91.61366403229141,228.76633596770859,0.0,200.60985537886427,520.9898553788643,1.0,57.4516552443647,377.8316552443647,0.0,136.86891907463553,457.2489190746355,1.0,78.75638806803514,241.62361193196486,0.0,9.0
anifrolumab,92.11,3,79.9989274404248,12.111072559575206,0.0,114.49790593266825,206.60790593266825,1.0,0.36600973433256456,92.47600973433256,0.0,130.04466005940338,222.15466005940337,1.0,55.598127889707754,147.70812788970775,0.0,151.16273847939158,243.27273847939156,1.0,86.06050255991364,178.17050255991364,0.0,133.34869751615673,225.45869751615675,1.0,66.68813206208763,158.79813206208763,0.0,143.17350055715974,235.28350055715975,1.0,101.99930766593498,194.10930766593498,0.0,134.12970357970067,226.23970357970066,1.0,76.32834214552021,168.4383421455202,0.0,94.70509846228747,186.81509846228747,0.0,104.74107335656988,196.85107335656988,0.0,135.12941172991037,227.23941172991036,1.0,16.01942252526503,76.09057747473497,0.0,132.13221170151013,224.24221170151014,1.0,75.3287091592568,167.4387091592568,0.0,131.49580868359106,223.60580868359108,1.0,9.0
sutimlimab,142.34,3,173.84091599576314,316.18091599576314,1.0,106.85355191199122,249.19355191199122,0.0,158.7396654518906,301.0796654518906,1.0,100.75083103043573,243.09083103043574,0.0,194.13386056158484,336.47386056158484,1.0,100.57435278550832,242.91435278550833,0.0,156.61737650230722,298.9573765023072,1.0,90.65514921130284,232.99514921130285,0.0,109.1866195161434,251.5266195161434,0.0,109.61344863289153,251.95344863289154,1.0,100.9793575785491,243.3193575785491,0.0,99.3317457335761,241.6717457335761,0.0,106.59806122227047,248.93806122227048,0.0,134.9126449406239,277.2526449406239,1.0,116.07632250248881,258.4163225024888,0.0,91.75833408563679,234.0983340856368,0.0,215.18788488572798,357.527884885728,1.0,142.35855056251816,284.69855056251816,1.0,173.0276174690525,315.3676174690525,1.0,104.47576826184024,246.81576826184025,0.0,9.0
cetuximab,78.27,1,206.03260551496749,-127.7626055149675,1.0,55.68283064844478,133.95283064844477,0.0,63.08363319764375,15.186366802356247,0.0,134.47893157386852,212.74893157386853,1.0,16.11967677064733,62.150323229352665,0.0,141.29724237126715,219.56724237126713,1.0,30.9292428437045,109.1992428437045,0.0,135.4450504673635,213.7150504673635,1.0,138.66986975450646,-60.399869754506454,1.0,87.89259786712965,166.16259786712965,0.0,32.24695011525286,46.02304988474714,0.0,136.40027289230454,214.67027289230455,1.0,46.25184917943277,32.01815082056723,0.0,92.43247530565726,170.70247530565726,0.0,22.224454866561942,100.49445486656194,0.0,128.61386089693303,206.88386089693302,1.0,42.384894868161936,35.88510513183806,0.0,85.931155488356,164.201155488356,0.0,42.600307095127164,120.87030709512716,0.0,131.03143604394256,209.30143604394254,1.0,8.0
muromonab,91.04,4,35.78433226794732,126.82433226794733,0.0,121.92941647706697,212.96941647706697,1.0,43.66753486548116,134.70753486548116,0.0,110.69244901498193,201.73244901498194,0.0,70.13231588775135,161.17231588775135,0.0,117.14926274176726,208.18926274176727,0.0,97.78806378132323,188.82806378132324,0.0,123.75549956077556,214.79549956077557,1.0,4.164242309775872,86.87575769022413,0.0,105.55207950441773,196.59207950441774,0.0,62.31645475038472,153.35645475038473,0.0,117.54171462918403,208.58171462918403,1.0,164.21972938154096,255.25972938154095,1.0,147.83440509802193,238.87440509802192,1.0,157.71893674114602,248.75893674114602,1.0,104.76684380632004,195.80684380632005,0.0,68.70860680218262,159.74860680218262,0.0,120.93809833420956,211.97809833420956,1.0,97.28903739441394,188.32903739441394,0.0,119.98354283173184,211.02354283173185,1.0,8.0
girentuximab,78.27,3,5.846290123403506,84.1162901234035,0.0,141.63744315792223,219.90744315792224,1.0,47.65018875980344,125.92018875980344,0.0,136.25208649980107,214.52208649980105,1.0,95.68160851671495,173.95160851671494,0.0,157.4361814527213,235.7061814527213,1.0,120.39713732885427,198.66713732885427,0.0,141.94274337290898,220.21274337290896,1.0,71.18884945679214,149.45884945679214,0.0,75.98300016115734,154.25300016115733,0.0,54.236839263608076,132.50683926360807,0.0,127.94780736594855,206.21780736594854,1.0,84.0311327844495,162.3011327844495,0.0,188.28383280191161,266.5538328019116,1.0,113.05490857345534,191.32490857345533,0.0,145.47812529313404,223.74812529313402,1.0,69.85797066200486,8.412029337995136,0.0,109.63539368396734,187.90539368396733,0.0,5.4434855807871685,83.71348558078716,0.0,138.71329637062803,216.983296370628,1.0,8.0
lanadelumab,352.37,0,99.01117935945416,253.35882064054584,0.0,96.44267708349466,255.92732291650535,0.0,96.47356729618161,255.8964327038184,0.0,119.1423787109332,233.2276212890668,1.0,138.1718046782694,214.1981953217306,1.0,113.58903644550492,238.7809635544951,0.0,129.56857731473215,222.80142268526785,1.0,127.85689951812262,224.5131004818774,1.0,127.35854620201582,225.0114537979842,1.0,115.78724330897612,236.5827566910239,1.0,101.4685229385135,250.9014770614865,0.0,120.92118710257085,231.44881289742915,1.0,68.81394952188077,283.55605047811923,0.0,86.3949723508743,265.9750276491257,0.0,56.133406421521386,296.2365935784786,0.0,111.34160637565003,241.02839362434997,1.0,68.91679198346787,283.45320801653213,0.0,93.18276542039297,259.18723457960704,0.0,78.24903646104423,274.1209635389558,0.0,113.01878070397788,239.35121929602212,0.0,8.0
glembatumumab,339.78,1,51.8907315609722,287.8892684390278,0.0,108.31300405499465,231.46699594500532,0.0,86.53189712412623,253.24810287587374,0.0,131.70031938005482,208.07968061994515,1.0,96.00989938801399,243.77010061198598,0.0,135.59332877316513,204.18667122683485,1.0,117.2126735367826,222.56732646321737,0.0,134.55536403647085,205.22463596352912,1.0,94.06319782428645,245.71680217571353,0.0,81.00191718470177,258.7780828152982,0.0,98.84084432598283,240.93915567401714,0.0,119.2024757524253,220.57752424757467,1.0,110.61843735069593,229.16156264930405,0.0,110.77301429333403,229.00698570666594,0.0,131.04544287052477,208.7345571294752,1.0,114.67232204387068,225.1076779561293,1.0,113.25896763830488,226.5210323616951,0.0,132.98876582116685,206.79123417883312,1.0,113.40067762713693,226.37932237286304,0.0,125.36867742525038,214.4113225747496,1.0,8.0
tocilizumab,124.07,3,228.88644530207796,352.95644530207795,1.0,77.79428213764484,201.86428213764484,0.0,176.44519062595253,300.5151906259525,1.0,95.74363579890485,219.81363579890484,0.0,80.07912028328792,204.1491202832879,0.0,123.83337927872302,247.903379278723,0.0,86.79913412881572,210.86913412881572,0.0,96.28673508400666,220.35673508400666,0.0,195.48287909093295,319.55287909093295,1.0,97.68998961381078,221.75998961381077,0.0,144.79072102696244,268.86072102696244,1.0,97.28487185465283,221.35487185465283,0.0,180.38478052868987,304.45478052868987,1.0,116.93221329166226,241.00221329166226,0.0,144.7004511729781,268.7704511729781,1.0,109.009466662769,233.079466662769,0.0,181.7671458593203,305.8371458593203,1.0,114.29277924236894,238.36277924236893,0.0,150.00811321746642,274.0781132174664,1.0,89.18597609417463,213.25597609417463,0.0,8.0
evolocumab,395.76,3,151.9164921455493,243.84350785445068,1.0,70.62432017881844,325.13567982118155,0.0,69.7798327752331,325.9801672247669,0.0,138.44775013683932,257.3122498631607,1.0,123.33322177820287,272.4267782217971,0.0,88.59600364307693,307.16399635692306,0.0,68.88700591398504,326.87299408601496,0.0,137.5731417601673,258.1868582398327,1.0,163.78777177448194,231.97222822551805,1.0,49.254990073432,346.505009926568,0.0,82.70950835982205,313.05049164017794,0.0,137.1007487694883,258.6592512305117,1.0,43.93205066419523,351.82794933580476,0.0,106.60297993665017,289.1570200633498,0.0,23.296885428441897,372.4631145715581,0.0,122.90664305511837,272.8533569448816,1.0,115.05880920241515,280.70119079758484,0.0,56.67203726544841,339.0879627345516,0.0,51.30442399139321,344.4555760086068,0.0,134.47344666363938,261.2865533363606,1.0,7.0
guselkumab,291.91,4,158.1498502532615,450.0598502532615,1.0,63.992639916630594,355.9026399166306,0.0,151.21226615089194,443.12226615089196,1.0,68.71253697837489,223.19746302162514,0.0,153.0705129014239,444.98051290142394,1.0,86.74315499273689,378.6531549927369,0.0,116.33712402962453,408.24712402962456,0.0,67.83186951925498,224.07813048074505,0.0,145.41253384308806,437.3225338430881,1.0,32.31796969130943,324.22796969130945,0.0,117.09505797829655,409.0050579782966,1.0,68.34819023553337,223.56180976446666,0.0,123.10724758177884,415.01724758177886,0.0,76.30655782144339,368.2165578214434,0.0,109.82253129322822,401.73253129322825,0.0,66.69084945759022,225.2191505424098,0.0,154.3075333773386,446.2175333773386,1.0,69.02398673770682,360.93398673770685,0.0,128.27255763033548,420.1825576303355,1.0,60.3125501332255,231.59744986677453,0.0,7.0
ramucirumab,174.63,0,137.50518076247852,312.1351807624785,1.0,96.88412827314562,271.5141282731456,0.0,140.8850387174018,315.5150387174018,1.0,74.53648751931382,249.16648751931382,0.0,145.44060606399853,320.0706060639985,1.0,95.42873880875936,270.05873880875936,0.0,158.85097308163716,333.48097308163716,1.0,69.40486634600174,244.03486634600173,0.0,149.66138080885668,324.2913808088567,1.0,96.41575420037287,271.04575420037287,0.0,139.17860756954792,313.8086075695479,1.0,68.31283062586601,242.942830625866,0.0,70.44110696802844,245.07110696802843,0.0,114.70860256279434,289.33860256279434,0.0,104.17712765895635,278.80712765895635,0.0,71.92011685990369,246.55011685990368,0.0,131.57754938994526,306.20754938994526,0.0,83.8087471597562,258.4387471597562,0.0,138.49073563148613,313.1207356314861,1.0,72.62365894919262,247.2536589491926,0.0,7.0
seribantumab,416.5,3,35.279262542281344,381.22073745771866,0.0,105.6477726563927,310.8522273436073,0.0,84.97428007029805,331.52571992970195,0.0,158.56170779458688,257.9382922054131,1.0,92.43705428034974,324.06294571965026,0.0,108.10638634998969,308.3936136500103,0.0,97.00810853625984,319.49189146374016,0.0,158.66204588130597,257.83795411869403,1.0,117.38966894104908,299.1103310589509,0.0,109.60870545151562,306.8912945484844,0.0,122.62081235735769,293.8791876426423,1.0,162.69781308682073,253.80218691317927,1.0,37.65381613420067,378.84618386579933,0.0,122.84092615569318,293.6590738443068,1.0,92.05269086009298,324.447309139907,0.0,153.84728611211563,262.6527138878844,1.0,41.60456505586808,374.8954349441319,0.0,101.57986465131933,314.9201353486807,0.0,84.16871960756663,332.33128039243337,0.0,158.17239974020254,258.32760025979746,1.0,7.0
selicrelumab,180.76,1,127.78208752659475,308.54208752659474,1.0,135.55440643777774,316.31440643777773,1.0,139.15599144076958,319.9159914407696,1.0,75.26647801040741,256.0264780104074,0.0,90.06304756316138,270.82304756316137,0.0,46.164914733291226,226.92491473329122,0.0,90.31567595320655,271.07567595320654,0.0,50.046853877205535,230.80685387720553,0.0,166.84593350810735,347.60593350810734,1.0,62.39613043188979,243.15613043188978,0.0,126.42648714936564,307.18648714936563,1.0,51.94766510286826,232.70766510286825,0.0,180.21148058551705,360.97148058551704,1.0,97.04792561553057,277.80792561553056,0.0,154.6382052242614,335.3982052242614,1.0,84.4060632458407,265.1660632458407,0.0,101.74564010961535,282.50564010961534,0.0,62.236797517347554,242.99679751734755,0.0,75.84074127810698,256.60074127810697,0.0,42.317993522783155,223.07799352278315,0.0,7.0
brontictuzumab,363.39,4,86.2488079633838,449.6388079633838,0.0,67.40756186403337,295.9824381359666,0.0,44.18938805575522,407.5793880557552,0.0,146.0897320073719,217.30026799262808,1.0,95.05185637134832,458.4418563713483,0.0,53.48584680559742,309.90415319440257,0.0,56.16144473896043,419.5514447389604,0.0,143.4134367017453,219.9765632982547,1.0,10.008340202650174,373.39834020265016,0.0,70.5469663869481,292.8430336130519,0.0,41.02303882584215,322.36696117415784,0.0,151.16262789001314,212.22737210998685,1.0,168.68464920986992,532.0746492098699,1.0,56.06315765756915,307.32684234243084,0.0,77.20666804886275,440.59666804886274,0.0,146.25259382437883,217.13740617562115,1.0,202.46277254935865,565.8527725493586,1.0,44.234450816290575,319.1555491837094,0.0,102.32724129816495,465.71724129816494,0.0,133.11778543852097,230.27221456147902,1.0,7.0
elezanumab,276.0,4,122.28141729062986,398.28141729062986,0.0,81.12831698125996,357.12831698125996,0.0,158.66840782380052,434.6684078238005,1.0,45.92702235132472,230.07297764867528,0.0,193.82669408434447,469.82669408434447,1.0,103.94853783915539,379.9485378391554,0.0,153.81034410512194,429.81034410512194,1.0,47.17530401708956,228.82469598291044,0.0,168.2377634282849,444.2377634282849,1.0,69.987069466712,345.987069466712,0.0,137.56620686581988,413.5662068658199,1.0,42.05553201467458,233.94446798532542,0.0,80.17502758765107,356.1750275876511,0.0,95.51579233331336,371.51579233331336,0.0,118.71059009444929,394.7105900944493,0.0,33.08384813330312,242.91615186669688,0.0,150.9002100993099,426.9002100993099,1.0,87.22177414674724,363.22177414674724,0.0,120.41835726695206,396.41835726695206,0.0,37.92111341314424,238.07888658685576,0.0,6.0
briakinumab,451.1,4,110.8636796539314,561.9636796539314,0.0,90.96620447300523,360.1337955269948,0.0,32.564984516032496,483.6649845160325,0.0,217.19230653956473,233.9076934604353,1.0,33.113073039809024,417.986926960191,0.0,47.579800223098914,403.5201997769011,0.0,33.45911426153077,417.64088573846925,0.0,224.65874653743663,226.4412534625634,1.0,89.95781983375934,541.0578198337594,0.0,127.58757682226889,323.51242317773114,1.0,7.086688446375092,458.1866884463751,0.0,216.86419394462547,234.23580605537455,1.0,56.94634790356395,508.04634790356397,0.0,32.30486321483306,418.79513678516696,0.0,35.401675177172365,486.5016751771724,0.0,221.13085596353537,229.96914403646466,1.0,86.12475163280521,537.2247516328052,0.0,86.63486407413836,364.46513592586166,0.0,7.54665104924436,458.6466510492444,0.0,215.31900897819136,235.78099102180866,1.0,6.0
telisotuzumab,261.98,4,106.93699653327448,155.04300346672554,0.0,31.83431681216277,230.14568318783725,0.0,78.00173463554421,183.9782653644558,0.0,41.36038784276673,220.6196121572333,0.0,305.150416334132,-43.17041633413197,1.0,75.31470363988043,186.66529636011958,0.0,222.5427146063923,39.43728539360771,1.0,51.79245366919753,210.1875463308025,0.0,178.49120358614957,83.48879641385045,1.0,31.172553737011924,230.8074462629881,0.0,146.160088200222,115.81991179977801,1.0,56.80969878138731,205.1703012186127,0.0,33.4029923668148,228.57700763318522,0.0,12.123193920084958,249.85680607991506,0.0,44.62282515679635,217.35717484320367,0.0,30.20273936292955,231.77726063707047,0.0,172.35117195846547,89.62882804153455,1.0,62.83235293597451,199.1476470640255,0.0,121.75493164045128,140.22506835954874,1.0,55.46254753761124,206.51745246238877,0.0,6.0
basiliximab,126.74,2,3.3909093856757835,130.13090938567578,0.0,113.10948619790132,239.8494861979013,1.0,56.24823603239027,182.98823603239026,0.0,98.58856275249416,225.32856275249415,0.0,56.362298784352944,183.10229878435294,0.0,172.53670096258736,299.27670096258737,1.0,107.96619452657505,234.70619452657505,0.0,115.0081108614031,241.7481108614031,0.0,95.40201759182575,31.33798240817424,0.0,131.17333021083738,257.9133302108374,1.0,6.847719380174183,133.58771938017418,0.0,102.67394857073391,229.4139485707339,0.0,84.17402380425203,210.91402380425203,0.0,131.56829039184612,258.3082903918461,1.0,127.14420989677974,253.88420989677974,1.0,103.61009062669136,230.35009062669135,0.0,15.168229912966453,141.90822991296645,0.0,132.60853361213162,259.34853361213163,1.0,59.74603013903892,186.48603013903892,0.0,103.67140515087597,230.41140515087596,0.0,6.0
aducanumab,367.3,0,68.60733886232663,298.6926611376734,0.0,110.23202234443039,257.0679776555696,0.0,79.46157107607024,287.83842892392977,0.0,128.4922406966729,238.80775930332712,1.0,97.58495553149936,269.71504446850065,0.0,138.07536564142083,229.22463435857918,1.0,112.88728339351744,254.41271660648258,0.0,133.70615588871917,233.59384411128084,1.0,84.78165529565433,282.5183447043457,0.0,87.42277031512037,279.87722968487964,0.0,90.57560676125951,276.7243932387405,0.0,123.82645067002201,243.473549329978,1.0,69.54159865178565,297.75840134821436,0.0,95.89539241594014,271.4046075840599,0.0,81.07845974863483,286.2215402513652,0.0,128.9309270702553,238.3690729297447,1.0,76.38335369878172,290.9166463012183,0.0,106.15878294619023,261.1412170538098,0.0,88.93971455757622,278.3602854424238,0.0,128.93703039431358,238.36296960568643,1.0,6.0
burosumab,203.48,1,127.18379300428902,330.663793004289,1.0,74.61116643630365,278.09116643630364,0.0,124.03032144587283,327.5103214458728,0.0,47.95796773348613,251.43796773348612,0.0,81.70987185849688,285.1898718584969,0.0,44.87298508836369,248.35298508836368,0.0,86.95176770908407,290.43176770908406,0.0,45.199052257982686,248.67905225798268,0.0,132.5474932743908,336.0274932743908,1.0,73.31645349774462,276.7964534977446,0.0,123.57959892426985,327.05959892426984,1.0,37.37954578553129,240.85954578553128,0.0,135.17926826910374,338.65926826910373,1.0,55.450495063052784,258.9304950630528,0.0,131.53261687157155,335.01261687157154,1.0,51.95258480158802,255.432584801588,0.0,159.4654472459836,362.9454472459836,1.0,84.8863275739811,288.3663275739811,0.0,116.83564869585703,320.315648695857,0.0,35.323841730200826,238.80384173020082,0.0,6.0
mogamulizumab,100.17,1,59.26795038414552,159.43795038414552,0.0,96.73698067740456,196.90698067740456,0.0,74.7337159896884,174.9037159896884,0.0,108.79288938795058,208.96288938795058,0.0,0.40238973622065544,100.57238973622066,0.0,136.40366347369428,236.5736634736943,1.0,45.43478909231153,145.60478909231153,0.0,116.78420300032137,216.95420300032137,1.0,53.92546961903453,154.09546961903453,0.0,97.77140376346465,197.94140376346465,0.0,77.59972465114829,177.7697246511483,0.0,110.78361548039577,210.95361548039577,0.0,49.999770811548515,150.16977081154852,0.0,125.88040885370573,226.05040885370573,1.0,81.5440156585582,181.7140156585582,0.0,114.16799941762163,214.33799941762163,1.0,100.17923438617318,200.34923438617318,0.0,101.29344940092808,201.46344940092808,0.0,94.15786819080778,194.32786819080778,0.0,117.8706560395518,218.0406560395518,1.0,5.0
opicinumab,319.37,2,119.92857172165313,199.44142827834688,0.0,137.51595478753876,181.85404521246124,1.0,127.6944753955928,191.6755246044072,1.0,91.29176326748436,228.07823673251565,0.0,111.31963768162706,208.05036231837295,0.0,94.31893855973871,225.0510614402613,0.0,110.38148408425343,208.98851591574658,0.0,77.90360956894855,241.46639043105145,0.0,123.56587032237007,195.80412967762993,0.0,112.76244911140668,206.60755088859332,1.0,115.19613622222539,204.1738637777746,0.0,83.72830375427708,235.64169624572293,0.0,206.071118909264,113.29888109073602,1.0,95.88897540693952,223.48102459306048,0.0,146.4700518245046,172.8999481754954,1.0,76.05030805308337,243.31969194691663,0.0,109.89426857200255,209.47573142799746,0.0,90.40490041076777,228.96509958923224,0.0,104.90701036900035,214.46298963099966,0.0,74.25753074703636,245.11246925296365,0.0,5.0
pamrevlumab,339.94,1,95.30695056943938,244.63304943056062,0.0,77.51257025868324,262.42742974131676,0.0,98.80226368864189,241.1377363113581,0.0,94.91223454829839,245.0277654517016,0.0,236.81801393287589,103.12198606712411,1.0,111.57988831740059,228.3601116825994,0.0,138.99435782127483,200.94564217872517,1.0,113.45822989771065,226.48177010228935,0.0,113.72899164156723,226.21100835843276,0.0,97.69973885955542,242.24026114044457,0.0,92.89303111438545,247.04696888561455,0.0,99.23288715370336,240.70711284629664,0.0,97.12995133832297,242.81004866167703,0.0,89.94736490539984,249.99263509460016,0.0,62.588731743904646,277.35126825609535,0.0,90.6149913132358,249.3250086867642,0.0,206.74351712252474,133.19648287747526,1.0,129.1008955634618,210.8391044365382,1.0,143.5082464649493,196.4317535350507,1.0,98.69365865186458,241.24634134813542,0.0,5.0
avelumab,359.69,4,36.534012125707534,396.22401212570753,0.0,13.773611947559914,373.4636119475599,0.0,64.23584645529223,423.92584645529223,0.0,126.37509887906842,233.31490112093158,1.0,14.380721787096661,374.07072178709666,0.0,68.41374646963709,428.1037464696371,0.0,39.22205281272193,398.9120528127219,0.0,130.65718010133506,229.03281989866494,1.0,89.66699871386066,449.35699871386066,0.0,1.1942204976569997,358.495779502343,0.0,67.01033620955849,426.7003362095585,0.0,124.47246816326853,235.21753183673147,1.0,6.813965480941022,366.503965480941,0.0,28.893657256420795,388.5836572564208,0.0,39.004583620115795,398.6945836201158,0.0,113.94972197155644,245.74027802844356,1.0,69.92040015915444,429.61040015915444,0.0,44.994290109106885,404.6842901091069,0.0,65.43039006698399,425.120390066984,0.0,116.2038304765818,243.4861695234182,1.0,5.0
abagovomab,140.25,2,9.295478605432834,149.54547860543283,0.0,54.328035962577786,194.5780359625778,0.0,29.78964605719497,170.03964605719497,0.0,72.53502011040848,212.78502011040848,0.0,159.31562642796393,299.56562642796393,1.0,106.16307290621313,246.41307290621313,0.0,139.87139653261409,280.1213965326141,1.0,91.33090822499156,231.58090822499156,0.0,158.79559320959493,299.0455932095949,1.0,79.66577144793251,219.9157714479325,0.0,115.48354943868489,255.7335494386849,0.0,82.29703962973258,222.54703962973258,0.0,147.170925033468,287.420925033468,1.0,97.39593626525692,237.64593626525692,0.0,128.99106068589583,269.24106068589583,1.0,90.9189388180078,231.1689388180078,0.0,129.83501322295842,270.0850132229584,0.0,36.21817804182032,176.46817804182032,0.0,89.36487766091275,229.61487766091275,0.0,81.14395577599265,221.39395577599265,0.0,5.0
tisotumab,186.82,0,139.0128733511541,325.8328733511541,1.0,75.83438704049667,262.65438704049666,0.0,109.18203879901642,296.0020387990164,0.0,57.28740746672625,244.10740746672624,0.0,132.22830699234635,319.04830699234634,0.0,64.65383222105939,251.47383222105938,0.0,125.16365274059501,311.983652740595,0.0,57.26941505956236,244.08941505956236,0.0,201.12701212862038,387.9470121286204,1.0,84.43853001700921,271.2585300170092,0.0,166.90692412510765,353.72692412510764,1.0,62.99384370501403,249.81384370501402,0.0,125.5668550604139,312.3868550604139,0.0,79.72535322479513,266.5453532247951,0.0,105.25756501065132,292.0775650106513,0.0,56.44036970540114,243.26036970540113,0.0,207.8935887993,394.7135887993,1.0,61.49797564372295,248.31797564372295,0.0,154.34939377258746,341.16939377258745,1.0,61.17149636821611,247.9914963682161,0.0,5.0
